"Month","Year","Letter","Subject","Yes Votes","No Votes","Pass or Fail","Percent","Type Measure","By","Keyword1","Keyword2","Keyword3","Keyword4","Keyword5"
"JUN","1982","G","Retirement Board Investment Powers","85,678","47,341","P","0.644","C","S","Retirement","Investments","Controller",,
"JUN","1982","H","Composition of Health Service Board","47,461","88,934","F","0.348","C","S","Health Svc","Membership",,,
"JUN","1982","I","Composition of Retirement System Board","38,044","94,978","F","0.286","C","S","Retirement Board","CivilService",,,
"JUN","1982","J","Sec/Gen Mgr Retirement System, Civil Service exempt","46,977","84,315","F","0.358","C","S","Civil Service","Retirement",,,
"JUN","1982","K","B.O.S's Legislative Aides, Civil Service exempt","62,550","75,944","F","0.452","C","S","Aides","Supervisors","CivilService","Legis. Aides",
"JUN","1982","L","Top Vote-Getter to be B.O.S President","86,117","55,766","P","0.607","C","I","President","Supervisors","Board Pres.","Top Votes",
"JUN","1982","M","Fingerprint Computer Acquisition","115,212","28,443","P","0.802","P","s","Fingerprint","Computer","Police Dept.",,
"JUN","1982","N","PG & E  Electricity Rate Increase Opposition","90,058","56,638","P","0.614","P","s","PG&E Rates","Electric","PUC, State",,
"NOV","1982","A","Office of Citizens Complaints, Police Dept.","124,962","75,212","P","0.624","C","S","Citizen Comp","Complaints","OCC","Police Dept.","Misconduct"
"NOV","1982","B","Municipal Railway Acquisitions, eliminate limit","132,182","46,820","P","0.738","C","S","Muni railway","Equipment","Vehicles",,
"NOV","1982","C","Industrial Development Financing","113,256","70,414","P","0.617","C","S","Industrial","Development","Bonds, Ind",,
"NOV","1982","D","Surviving Spouse Health Benefits","94,280","95,056","F","0.498","C","S","Health Svc","Death","Surviving","Spouse","Benefits"
"NOV","1982","E","Surviving Spouse Retirement Benefits","90,759","100,891","F","0.474","C","S","Retirement","Death","Surviving","Spouse","Benefits"
"NOV","1982","G","Supervisors' Salaries $23,924 per year","118,512","84,788","P","0.583","C","S","Supervisors","Salaries",,,
"NOV","1982","H","Employee Retirement Contribution 7.5%","109,884","64,937","P","0.629","C","S","Retirement","Contribution","Employees",,
"NOV","1982","I","Police Retirement and Disability Plan","85,985","102,564","F","0.456","C","I","Retirement","Disability","Police Dept.",,
"NOV","1982","J","Police Overtime Pay at rate of time and one-half","118,160","79,497","P","0.598","C","I","Police Dept.","Overtime Pay","Holiday Pay","Time & l/2",
"NOV","1982","K","Electric Utility Ownership","73,051","126,655","F","0.366","O","I","PG&E","Electric Utl","Utility","Acquisition",
"NOV","1982","L","City Hall Ramp Ban at Polk & Van Ness entrances","95,479","99,838","F","0.489","P","I","Ramps","Disabled","City Hall",,
"NOV","1982","M","Parnassus Heights Hotel-Carl & Hillway Streets","54,583","140,306","F","0.280","P","I","Zoning","Hotel","Zoning Chng","UC MedCenter","ParnassusHts"
"APR","1983","A","Recall, Mayor Dianne Feinstein","30,166","134,591","F","0.183","R","I","Recall","Mayor","Feinstein",,
"NOV","1983","A","Increase number of signatures for recall election","116,316","38,118","P","0.753","C","S","Recall","Election","Petition",,
"NOV","1983","B","Voter approval before Recreation land sold","129,570","21,758","P","0.856","C","S","Recreation","Land Sale","Playgrounds","Open space","Athletic fac"
"NOV","1983","C","Library for Blind and Disabled - separate Dept.","62,002","87,080","F","0.416","C","S","Blind","Disabled","Library","Department",
"NOV","1983","D","Disability transfers by Civil Serv. Commission","95,146","51,109","P","0.651","C","S","Civil Service","Transfers","Disability",,
"NOV","1983","E","Public safety employees in State P.E.R.S.","92,940","51,546","P","0.643","C","S","State P.E.R.S.","RSRetirement",,,
"NOV","1983","F","Transfers Housing Authority Police to SFPD","106,987","37,647","P","0.740","C","S","Housing Auth","Police Hsing","Housing P.D.","PERS",
"NOV","1983","G","Changes formula for retirement increase","99,372","41,424","P","0.706","C","S","Retirement","Cost Living",,,
"NOV","1983","H","Board of Education, Community College Board $500 Pay/month","89,222","56,577","P","0.612","C","S","Board Education","Comm College","Salaries",,
"NOV","1983","I","Changes method Police & Fire salaries are set","67,669","77,132","F","0.467","C","I","Police &Fire","Salaries",,,
"NOV","1983","J","Time and 1/2 overtime for firefighters","91,582","59,370","P","0.607","C","I","Overtime","Firefighters","Compensation","Time and l/2",
"NOV","1983","K","Street Artist Annual Fee $80","98,617","49,615","P","0.665","O","S","Street Artist","Annual Fee","Fees, Art","Artists",
"NOV","1983","L","Painters Union, Local No. 4, Salary Demand","44,196","94,413","F","0.319","O","L","Union","Painters #4","Local #4","Salary",
"NOV","1983","M","Master Plan for development, Priority Policies","76,659","78,592","F","0.494","O","I","Master Plan","Planning","Priorities","Zoning","Developers"
"NOV","1983","N","Opposition to Military aid to El Salvador","79,937","71,292","P","0.529","P","I","El Salvador","Military aid","Federal Govt",,
"NOV","1983","O","Opposition to bilingual voting","98,333","59,314","P","0.624","P","I","Bilingual","English only","Ballots","Handbooks","Voting"
"NOV","1983","P","Regulating smoking in the workplace","80,798","79,541","P","0.504","O","R","Smoking","Workplace","No smoking","Office smoke","Non-smokers"
"JUN","1984","A","Employee benefits tied to Bay Area","68,437","88,429","F","0.436","C","S","Benefits","Fringe Benf",,,
"JUN","1984","B","Night Pay differential to Police officers","83,266","75,416","P","0.525","C","S","Police Dept.","Salaries","Night Pay",,
"JUN","1984","C","Longevity pay, firefighters with 10, 15, & 20 yrs.","60,975","93,590","F","0.394","C","S","Firefighters","Salaries","Longevity","Fire Department.",
"JUN","1984","E","Hetch Hetchy bonds issued without going on ballot","96,086","49,368","P","0.661","C","S","Hetch Hetchy","Bonds","Revenue","Election",
"JUN","1984","F","Water Dept Bonds, issued without going on ballot","95,760","49,201","P","0.661","C","S","Water Dept.","Bonds","Revenue Bond","Election",
"JUN","1984","G","Appoint 2 retirement managers, exempt from Civil Service","54,084","86,092","F","0.386","C","S","Retirement","CivilService","Exempt CSMan","agers",
"JUN","1984","H","Recorder, independent agency, under CAO","83,286","54,857","P","0.603","C","S","Registrar","CAORecorder",,,
"JUN","1984","I","Reduce number Supervisors from 11 to 7","48,392","103,494","F","0.319","C","I","Board of Sup","Elections","Number Sups","Supervisors",
"JUN","1984","J","Collect from prisoners cost of incarceration","100,345","51,810","P","0.659","O","I","Jail costs","Prisoners","Incarcerate",,
"JUN","1984","K","Park Shadow Ban","94,143","59,707","P","0.612","O","s","Park shadow","Shadow, park","Sunshine","Building reg","Rec/Park"
"NOV","1984","A","Port Revenue Bonds, $42,500,000","180,801","62,052","P","0.744","B","s","Port bonds","Revenue bond","Bonds, Port",,
"NOV","1984","B","Water Revenue bonds $104,000,000","179,087","55,651","P","0.763","B","s","Water bonds","Revenue bond","Bonds Water",,
"NOV","1984","C","Health Commission created","121,303","116,957","P","0.509","C","S","CAO","Commission","Health Commn","Health Dept",
"NOV","1984","D","Changes investment procedures, Retirement System","128,846","100,200","P","0.563","C","S","Retirement","Investments",,,
"NOV","1984","E","Extends employee health benefits to surviving spouses","126,444","109,423","P","0.536","C","S","Health Svc","Surviving","Dealth","Spouses",
"NOV","1984","F","Death benefit employees killed on job","173,511","62,796","P","0.734","C","S","Killed employee","Death benfit",,,
"NOV","1984","G","Police Probation one year after training","205,548","30,850","P","0.869","C","S","Probation","Police Dept.",,,
"NOV","1984","H","Premium pay, 2-wheel motorcycle policemen","139,410","100,579","P","0.581","C","S","Police Dept.","Hazard Pay","Motorcycle","Premium pay",
"NOV","1984","I","Military and Social Spending","108,358","128,153","F","0.458","O","I","Federal fund","CAOMilitary","Social Spen",,
"NOV","1984","J","No City pension funds invested in South Africa","150,948","91,788","P","0.622","P","I","Divestment","South Africa","Pensionfunds","Investments","Apartheid"
"NOV","1985","A","Disabled Persons, Employment","63,436","36,701","P","0.633","C","S","Disabled","Employment","CivilService",,
"NOV","1985","B","Small Business Commission","41,460","59,375","F","0.411","C","S","Small Bus","Business, Sm","Commission",,
"NOV","1985","C","Police Drug Enforcement Fund, remove $50,000 max","59,567","41,665","P","0.588","C","S","Drug Enforce","Police","Enforcement","Narcotic Fnd",
"NOV","1985","D","Mental Health Agencies Consolidation","57,510","40,359","P","0.588","C","S","Mental Health","Health, Ment","Consolidatn","State Health",
"NOV","1985","E","Meal Allowance Repeal & Rescinding Reserve","71,985","28,925","P","0.713","O","M","Meal Allow","Comp Worth","Reserve","Comparable W",
"NOV","1985","F","Highrise Ban for three years, Buildings over 50,000 ft","41,388","59,455","F","0.410","O","I","Highrise Ban","Buildings","50,000 sq ft","Development","Offices"
"NOV","1985","G","Marijuana Initiative Funding, $150,000 to Legalize","21,972","79,191","F","0.217","P","I","Marijuana","Petition Drv","Drugs",,
"JUN","1986","A","Risk Management & Claims Investigation","76,025","46,335","P","0.621","C","S","Risk Management","Claims","CAO","City Attn.","Insurance"
"JUN","1986","B","Purchaser & Contracts, $50,000 limit","60,202","59,523","P","0.503","C","S","Purchaser","Contracts","CAO",,
"JUN","1986","D","Civil Service System under Personnel Department","34,749","93,838","F","0.270","C","I","Civil Service","Personnel","Employee Rel",,
"JUN","1986","E","Balboa Reservoir Development Ban","50,048","72,703","F","0.408","O","I","Balboa Res","Housing","Development","City College",
"JUN","1986","F","Compensated Advocacy & Campaign Limit of $500","67,353","52,326","P","0.563","O","I","Compensated","Advocacy","Campaign Lmt","Contribution","Candidates"
"JUN","1986","G","South Africa Boycott","49,343","67,724","F","0.421","P","I","South Africa","Boycott","Apartheid","Africa",
"JUN","1986","H","AIDS Research & Education Council","71,254","44,012","P","0.618","P","I","AIDS Acquired"," Imm","Research","Education","Council"
"JUN","1986","I","Embarcadero Freeway Demolition","41,782","88,527","F","0.321","P","I","Embarcadero","Freeway","Demolition","Waterfront",
"JUN","1986","J","Embarcadero Freeway Policy","53,310","75,706","F","0.413","P","2","Embarcadero","Freeway","Waterfront","Boulevard","Demolition"
"NOV","1986","A","Bonds, Fire Protection Improvements $46,200,000","173,883","21,662","P","0.889","B","S","Water system","Fire Protect","High Pressur","Hetchy storg","Bonds, Fire"
"NOV","1986","B","Moscone Conv. Center, expand, Redevelopment bonds $140 Mil","123,384","76,223","P","0.618","L","S","Moscone Center","Conventions","Redev Agency","Yerba Buena",
"NOV","1986","C","Refund revenue bonds, without vote","140,095","49,347","P","0.740","C","S","Refunding","Revenue bond","Bonds refund",,
"NOV","1986","D","After school recreation, use open space funds","150,556","41,959","P","0.782","C","S","After School","Recreation","Open Space","School",
"NOV","1986","E","Retirement allowance increase","138,022","55,233","P","0.714","C","S","Retirement","Benefits",,,
"NOV","1986","F","Reciprocal Retirement Benefits","122,258","62,369","P","0.662","C","S","Retirement","Reciprocal","Benefits",,
"NOV","1986","G","Union representatives retirement benefits","92,655","98,005","F","0.486","C","S","Union reps","Retirement","Leaves","Benefits",
"NOV","1986","H","Comparable worth, pay minorities & women","115,810","76,785","P","0.601","C","S","Comparable W","Pay Equity","Minorities","Women",
"NOV","1986","I","Police & Fire Pay, changes after annual survey","121,012","68,114","P","0.640","C","S","Police &Fire","Salaries",,,
"NOV","1986","J","No max ages for police & fire entry or retirement","131,985","58,687","P","0.692","C","S","Age, no max","Retirement","Police age","Hiring age","Fire age"
"NOV","1986","K","Art Curators, exempt from Civil Service","116,109","67,527","P","0.632","C","S","Art Curators","Curators","CivilService",,
"NOV","1986","M","Development limits, office space","102,295","96,903","P","0.514","O","I","Planning","Office Space","Development","Limit office","DowntownPlan"
"NOV","1986","N","Oil development moratorium, two year","134,792","53,555","P","0.716","O","s","Oil Develop","Moratorium","CrudeOil&Gas","Develop Oil",
"DEC","1987","X","Housing lease Broadway Tunnel air rights, Pineview","89,088","48,467","P","0.648","O","R","Tunnel","Air rights","Pineview","Broadway","Housing"
"JUN","1987","A","Polytechnic High School Site Rezoning for Housing","48,986","36,651","P","0.572","O","R","Poly High","Rezoning","Housing",,
"JUN","1987","B","Balboa South Reservoir Site Rezoning for Housing","38,550","46,899","F","0.451","O","R","Balboa Res.","Rezoning","Housing","City College",
"JUN","1987","C","Executive Park Development","54,676","29,961","P","0.646","O","S","Executive Park","Development",,,
"NOV","1987","A","Police Facilities Bonds, $28,000,000","129,144","44,148","P","0.745","B","S","Police Buildings","Buildings","Bonds","Police Sta.",
"NOV","1987","B","Street Improvements Bonds, $ 27,000,000","131,575","40,529","P","0.765","B","S","Streets","Bonds","Asphalt Plnt","Sidewalks","Traffic"
"NOV","1987","C","Mental Health Bldg, Gen. Hosp., Bonds $ 26,000,000","138,281","35,428","P","0.796","B","S","Mental Health","General Hosp","HospitalHeal","MntlBeds","185B"
"NOV","1987","D","Recreation & Park Bonds, $ 18,000,000","117,062","54,748","P","0.681","B","S","Rec & Park","Park & Rec.","Kezar Stadum",,
"NOV","1987","F","Parking Revenue Bonds, Leases with Parking Auth","101,376","69,791","P","0.592","L","S","Parking Rev.","Revenue Bond","Leases","Parking Auth","Neighborhood"
"NOV","1987","G","Eliminate SFPD Citizen Complaint Office Annual Budget Limit","84,705","80,968","P","0.511","C","S","OCC","Police","Citizen Comp","Budget, PD","Office C.C.C"
"NOV","1987","H","Deputy Sheriff Probation extend to 18 months","125,930","36,001","P","0.778","C","S","Deputy Sheriff","Sheriff","Probation",,
"NOV","1987","I","Deputy Sheriff Retirement Payments, 7 % limit","93,376","63,661","P","0.595","C","S","Deputy Sheriff","Sheriff","Retirement","PERS",
"NOV","1987","J","Union Representatives Retirement Benefits","92,193","71,303","P","0.564","C","S","Union Reps","Retirement","Benefits","Labor",
"NOV","1987","K","Per Diem Nurses Retirement Exemption","96,563","68,045","P","0.587","C","S","Nurses","Retirement","PerDiem Nurs","Exemption",
"NOV","1987","L","County Clerk, appt by Sup Ct., not Civil Service","91,967","64,065","P","0.589","C","S","County Clerk","Clerk","Superior Ct.","CivilService",
"NOV","1987","N","Candidate Filing Deadline","111,610","46,481","P","0.706","C","S","Candidates","Deadline","Election","Filing Date",
"NOV","1987","O","Retired Employees Vote Health Service Board","108,757","52,352","P","0.675","C","S","Retired Employees","Health Svc","Election","Employees",
"NOV","1987","P","District Election of Supervisors","76,914","98,171","F","0.439","C","I","Districts","Elections","Supervisors","Board of Sup",
"NOV","1987","Q","Minimum Firefighter Staffing, Stations, Budget","75,070","86,627","F","0.464","C","I","Firefighters","Fire Budget","BudgetFire S","tation","Fire Department."
"NOV","1987","R","Utility User Tax Repeal","103,484","63,295","P","0.620","O","I","Utility Tax","Repeal Tax",,,
"NOV","1987","T","Public Land Sale to Require Voter Approval","87,189","76,384","P","0.533","P","I","Land Sales","Voter Approv","Sales, Land",,
"NOV","1987","U","Nuclear Free Zone","91,350","75,314","P","0.548","P","I","Nuclear","Radioactive","Military","Food","Weapons"
"NOV","1987","V","Consumer Boycott Firms -- South Africa Apartheid","98,281","67,729","P","0.592","P","I","South Africa","Apartheid","Boycott",,
"NOV","1987","W","Baseball Stadium at Seventh and Townsend Streets","85,005","96,445","F","0.468","P","2","Baseball","Stadium","7th&Townsend","Townsend&7th",
"JUN","1988","A","School Improvement Bonds $90,000,000","130,534","32,099","P","0.803","B","S","Bonds","Improvement","Schools","Buildings",
"JUN","1988","B","Pay Freeze/Reduced Work Week","125,472","35,389","P","0.780","C","S","Pay Freeze","Freeze","Work Week",,
"JUN","1988","C","Muni Sick Leave Payments","55,219","103,534","F","0.348","C","S","Muni Railway","Unused SickL","Sick Leave","Drivers","Leave"
"JUN","1988","D","Early Retirement","119,610","39,844","P","0.750","C","S","Employees","Early Retire","Retirement","Incentive",
"JUN","1988","G","Retirement Board Composition","80,505","73,209","P","0.524","C","S","Retirement Board","President","Board of Sup","Supervisors",
"JUN","1988","H","Conduct Special Elections by Mail","69,265","88,563","F","0.439","C","S","Elections","Special Elct","Mail Elect",,
"JUN","1988","I","Purchasing Procedures","109,739","35,839","P","0.754","C","S","Purchaser","Controller","Procedures","Paying","Purchasing"
"JUN","1988","J","Asian Art Museum Positions","78,264","74,070","P","0.514","C","S","Asian Art","Museum","Exam Exempt","CivilService",
"JUN","1988","K","Gann Limit Override","67,692","87,480","F","0.436","O","S","Gann Limit","Limit","Override","Appropriatn","Taxes"
"JUN","1988","L","Balboa Reservoir Development","78,049","79,010","F","0.497","O","M","Balboa Reservoir","Housing","Reservoir","Rezone","Development"
"JUN","1988","M","Hosting 1996 Olympics","98,952","61,478","P","0.617","P","s","Olympics","Host Olympic","Olympic 1996","Gay Olympics",
"NOV","1988","A","Library Bonds $109,500,000","186,336","58,048","P","0.762","B","S","Main Library","Library","Safety Impr","Buildings",
"NOV","1988","C","Controller's Term of Office","170,270","56,991","P","0.749","C","S","Controller","Term Office","Ten Yr Term",,
"NOV","1988","D","Parking and Traffic Department","149,397","82,785","P","0.643","C","S","DPT","Seven Member","ManagePkgLot","Traffic",
"NOV","1988","E","Park and Open Space Fund","176,549","49,582","P","0.781","C","S","Parks","After School","School Rec.","Open Space",
"NOV","1988","F","Meet and Confer Authority","140,575","81,523","P","0.633","C","S","MOU","Mayor","ERD","Bargaining","Unions"
"NOV","1988","H","Retirement System Tax Law Changes","180,400","37,190","P","0.829","C","S","Retirement","Tax Laws","Benefit","Tax Benefit",
"NOV","1988","I","Retirement System Community Property Law Changes","161,072","61,634","P","0.723","C","S","Retirement","Community Pr","Divorced Sp","Spouse",
"NOV","1988","J","Police & Firefighters Pension Benefits","162,131","66,177","P","0.710","C","S","Police/Fire","Pensions","Vesting","Retirement",
"NOV","1988","K","Environmental Protection Loans","140,983","85,129","P","0.624","C","S","Environment","Protection","Loans","Bonds",
"NOV","1988","L","Health Service Board Membership/Elections","127,369","86,250","P","0.596","C","S","Health Svc","Board","Elections","Vacancy","Board of Sup"
"NOV","1988","M","Muni Railway Negotiated Procurement","130,603","84,847","P","0.606","C","S","Muni Railway","Negotiate","Vehicles","Purchaser","Mass Transit"
"NOV","1988","N","Charter Asian Art Commission","131,302","86,670","P","0.602","C","S","Asian Art","Acquire Land","Charter Comm","Art",
"NOV","1988","O","Two Term Limit for Supervisors","101,868","129,327","F","0.441","C","I","Supervisors","Limit 2 Term","Two Term Lmt","Board of Sup",
"NOV","1988","P","Regulation of Taxicabs","79,804","131,910","F","0.377","O","S","Taxicabs","Repeal PropK","Permits","Cabs",
"NOV","1988","Q","Health Care Community Service","129,257","86,822","P","0.598","O","I","Health Care","Private Hlth","Hospitals",,
"NOV","1988","R","Renegotiate USS Missouri MOU","108,890","135,037","F","0.446","O","M","USS Missouri","MOU Renogot","Homeporting","Missouri","Port"
"NOV","1988","S","Implement USS Missouri MOU","125,494","119,012","P","0.513","O","s","Homeporting","Port","Dredging","Missouri","Navy"
"NOV","1988","T","Off-Street Parking Fund Expenditures","92,096","125,796","F","0.423","O","s","Parking Fund","Park Meter","Off-Street","General Fund","Commuter Prk"
"NOV","1988","U","Vacancy Rent Control","100,500","138,201","F","0.421","O","I","Rent Control","Vacancy Cntr","Housing",,
"NOV","1988","V","Police Horse Patrol","201,074","31,487","P","0.865","P","I","Police Horse","Retain Patrl","Horse Patrol",,
"NOV","1988","W","Mutual Recognition: Palestine & Israel","71,737","155,787","F","0.315","P","I","Palestine","Israel","Recognition",,
"NOV","1988","X","Operating Expenditures From Same Yr Revenues Only","139,112","79,589","P","0.636","P","M","Operating $","Budget","Surplus Fund","Balance Budg",
"NOV","1988","Z","Hetch Hetchy Power Contracts","72,523","155,998","F","0.317","P","I","Water","Hetch Hetchy","Power","Contracts",
"NOV","1989","A","Public Bldg Safety Improvement Bonds $59,700,000","104,460","21,285","P","0.831","B","S","Buildings","Public Bldg","Safety Impr","Earthquake","Disabled"
"NOV","1989","B","Sales Tax for Transportation, Create Authority","107,017","55,997","P","0.656","O","S","Tax","Transport","Transport Au","Authority","Sales Tax"
"NOV","1989","C","Equipment Lease Financing","76,256","78,653","F","0.492","C","S","Equipment","Lease","Financing","Non-profit",
"NOV","1989","D","Board of Supervisors Salaries","55,023","111,096","F","0.331","C","S","Salaries","Board of Sup",,,
"NOV","1989","E","Police and Fire Retirement Benefits","89,933","71,927","P","0.556","C","S","Police/Fire","Retirement","Benefits",,
"NOV","1989","F","Retired City Employees Retirement Benefits","110,929","49,876","P","0.690","C","S","Retired Employee","Retirement","Benefits",,
"NOV","1989","G","Prevailing Rates of Wages","68,919","76,314","F","0.475","C","S","Salaries","Flat Rates","Range Rates","Prevailing",
"NOV","1989","H","Sick Leave Transfer for Catastrophic Illness","89,936","75,021","P","0.545","C","S","Employees","Illness","Sick Leave","Catastrophic",
"NOV","1989","I","Vacation Credit Transfer for Catastrophic Illness","114,373","49,313","P","0.699","C","S","Employees","Vacation","Illness","Catastrophic",
"NOV","1989","J","Controller Duties","64,940","64,244","P","0.503","C","S","Controller","Duties","Audits",,
"NOV","1989","K","Expand Sheriff Duties","65,968","87,027","F","0.431","C","S","Sheriff","Duties","Security","Deputy Sherf","Salaries"
"NOV","1989","L","Juvenile Probation Department","114,477","36,589","P","0.758","C","S","Juvenile","Court","Probation","Department","CivilService"
"NOV","1989","M","PUC Deputy General Managers","53,585","93,517","F","0.364","C","S","PUC","Deputy G Mgr","Public Util","CivilService",
"NOV","1989","N","Retirement Board Membership","67,535","81,786","F","0.452","C","S","Retirement","RetirementBd","Membership",,
"NOV","1989","O","Campaign Contributions","34,014","115,588","F","0.227","O","S","Campaign","Contribution","Candidates","Elections",
"NOV","1989","P","Downtown Baseball Ballpark","85,796","87,850","F","0.494","O","M","Downtown Ball","China Basin","Rezone","Spectacor","Baseball"
"NOV","1989","Q","Residential Rent Tax","54,887","108,859","F","0.335","O","s","Tax","Residential","Rent Tax","Homeless","Housing"
"NOV","1989","R","Condominium Conversion","48,461","110,417","F","0.305","O","I","Condominiums","Conversion","Residential",,
"NOV","1989","S","Domestic Partners","83,541","85,227","F","0.495","O","R","Domestic P","Partnerships","Unmarried",,
"NOV","1989","U","AIDS Research and Services","133,103","29,711","P","0.818","P","s","AIDS Research","Research",,,
"NOV","1989","V","Candlestick Park Improvements","83,599","78,875","P","0.515","P","I","Candlestick","Improvements","Baseball",,
"NOV","1989","W","Vote By Mail","64,237","96,406","F","0.400","P","I","Voting","Mail Voting","Ballots","Elections",
"JUN","1990","A","Public Safety Improvement Bonds $332,400,000","105,865","29,447","P","0.782","B","S","FEMA","Safety","Earthquake","Buildings","Hazards"
"JUN","1990","B","School Facilities Safety Special Tax","89,439","43,339","P","0.674","T","S","Property Tax","Repair Schls","Tax","Schools","Earthquake"
"JUN","1990","C","Equipment Lease Financing","85,097","41,469","P","0.672","C","S","Lease","Equipment","Financing",,
"JUN","1990","D","Neighborhood Beautification Fund","71,076","61,812","P","0.535","O","S","Neighborhood","Beautify","Graffiti","Business Tax","Tax"
"JUN","1990","F","Minimum Firefighter Staffing","64,872","70,295","F","0.480","C","I","Fire Department","Staffing","Minimum FD",,
"JUN","1990","G","Former Supervisor Health Benefits","86,245","45,332","P","0.655","C","S","Supervisors","Health Benft","Former Supr","Health Sve","Insurance"
"JUN","1990","H","Fire Inspector & Engineer Retirement Benefits","92,534","31,329","P","0.747","C","S","Fire Inspector","Fire Engr","Benefits","PERS","Retirement"
"JUN","1990","I","Retired Teachers Consulting Contracts","95,371","31,305","P","0.753","C","S","Teachers","Retired","Consultants","Schools",
"JUN","1990","J","Human Rights Commission","78,308","41,821","P","0.652","C","S","Human Rights","Commission","Members",,
"JUN","1990","K","Seven Member Commissions","48,646","79,000","F","0.381","C","S","Commissions","Increase Mbr","Seven Member",,
"JUN","1990","L","Commissioner Residency Requirement","69,949","52,875","P","0.570","C","S","Commissions","SF Residents","Residency","Boards",
"JUN","1990","M","Commission Gender Composition","46,849","72,953","F","0.391","C","S","Commissions","Gender","Women","Men","Sex"
"JUN","1990","N","Two-Term Limit for Supervisors","78,998","54,799","P","0.590","C","I","Supervisors","Limit 2 Term","Terms","Two Terms",
"JUN","1990","O","Hypodermic Syringes","68,139","59,663","P","0.533","P","I","Hypodermic","Syringes","Needles","Drugs","AIDS"
"NOV","1990","A","Correctional Facilities Jail Bonds $16,500,000","135,528","60,086","P","0.693","B","S","Jails","Bryant St.","San Bruno","Corrections",
"NOV","1990","B","Youth Guidance Center Bonds $73,800,000","115,830","82,003","F","0.585","B","S","Youth Guidance","Detention","YouthGuidCtr","JuvenileHall",
"NOV","1990","C","Port Revenue Bond Procedures","71,593","110,108","F","0.394","C","S","Bonds, Port","Port Bonds","Revenue Bond","Port Comm.","Board of Sup"
"NOV","1990","D","Police and Fire Bargaining and Arbitration","104,655","85,812","P","0.549","C","S","Police & Fir","Bargaining","Arbitration","Collective B","Binding Arb."
"NOV","1990","E","Nuclear Free Zone","64,429","128,977","F","0.333","C","I","Nuclear","Radioactive","Weapons","Commission","Investments"
"NOV","1990","F","Airport Police Retirement Benefits","89,233","100,646","F","0.470","C","S","Airport","PERS","Retirement","Age 50","Police Airpt"
"NOV","1990","G","Adult Probation Confidential Secretary","85,835","97,585","F","0.468","C","S","Adult Probation","Secretary","CivilService","Probation",
"NOV","1990","H","Waterfront Land Use Plan","97,183","95,415","P","0.505","O","I","Waterfront","Land Use","Hotels","Maritime Use","Port"
"NOV","1990","I","Mission Bay Office Space Limit Exemption","99,698","100,291","F","0.499","O","S","Mission Bay","Development","Office Space","DowntownPlan","Planning"
"NOV","1990","J","Housing Affordability Fund $15,000,000 a year","87,023","101,990","F","0.460","O","S","Board of Sup","Low/Moderate","Housing","Affordable H","Housing Fund"
"NOV","1990","K","Domestic Partners","112,563","95,864","P","0.540","O","S","Domestic","Partners","Unmarried","Relationship",
"DEC","1991","A","School Sales Tax","97,461","79,087","P","0.552","O","S","Sales Tax","School Tax","Tax",,
"NOV","1991","A","Early Retirement, Add 3 Years Service and Age","139,053","38,794","P","0.782","C","S","Early Retire","Retirement","Employees","3 and 3",
"NOV","1991","B","Collective Bargaining for Miscellaneous Employees","96,126","78,950","P","0.549","C","2","Bargaining","Collective","Salaries","Pay","Employees"
"NOV","1991","C","Civil Service Rules Removed from Charter","98,473","67,254","P","0.594","C","S","Civil Serv.","Rules","Hiring",,
"NOV","1991","D","Civil Service Eligibles","115,412","51,952","P","0.690","C","S","Civil Serv.","Eligibles","Hiring Proc.","Rules of 3",
"NOV","1991","E","Discharge of Civil Service Employees","107,689","60,158","P","0.642","C","B","Discharge","Civil Serv.","Terminate","Employees",
"NOV","1991","F","City Supplement Military Pay for Civil Serv. Employee","114,683","57,211","P","0.667","C","B","Military","Reservists","Active Duty","Pay",
"NOV","1991","G","Allow Housing Authority Police to Change to SFPD","104,391","67,909","P","0.606","C","S","Housing Auth","Police",,,
"NOV","1991","H","Deputy Mayor Ban, Limit Mayor's Staff Salaries","114,583","56,217","P","0.671","C","I","Deputy Mayor","Mayor's Off.","Salaries","Employee",
"NOV","1991","I","Appointment of Minors to Boards","72,491","100,272","F","0.420","C","S","Appointments","Minors","Boards","Commissions",
"NOV","1991","J","Children's Fund from Property Tax Annually 10 Yrs","95,913","80,246","P","0.544","C","I","Children's","Fund","Property Tax","Tax","Property Tax"
"NOV","1991","K","Domestic Partners Repeal","75,320","108,926","F","0.409","O","I","Domestic","Partnership","Repeal",,
"NOV","1991","L","Rezone Phelan Avenue Loop Use","74,955","89,834","F","0.455","O","R","Phelan Ave.","Use","Zoning","City College","Phelan Loop"
"NOV","1991","M","Limit Landlord Charge, 10%-14% Above Previous Rent","81,656","103,586","F","0.441","O","I","Vacancy","Control","Rent Control","Landlord",
"NOV","1991","N","Residential Rental Buildings Condo Conversion","57,874","115,642","F","0.334","O","S","Condominiums","Conversions","Residential",,
"NOV","1991","O","Affirm 1st Amendment, Right to Freedom of Speech","122,563","46,521","P","0.725","P","I","First Amendment","Censorship","Freedom","Constitution",
"NOV","1991","P","Restore Hemp Medications to Available Medicines","136,492","35,732","P","0.793","P","I","Hemp","Medicines","Marijuana","Treatment",
"NOV","1991","Q","Reduce Federal Military Budget by 10% Annually","107,724","66,321","P","0.619","O","S","Federal Bdgt","Reduce","Budget U.S.","Military","Priorities"
